ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
90A-brl,brl,Baragaunle,90A,Order of Relative Clause and Noun,Relative clause-Noun,Kretschmar-1995[ 210],
90A-dhm,dhm,Dhimal,90A,Order of Relative Clause and Noun,Relative clause-Noun,Cooper-1999[ 31],
90A-rag,rag,Raga,90A,Order of Relative Clause and Noun,Noun-Relative clause,Crowley-2002c[ 631],
90A-xas,xas,Xasonga,90A,Order of Relative Clause and Noun,Mixed,Koite-Herschel-1981-1982[ 223-228],
90A-zhn,zhn,Zhuang (Northern),90A,Order of Relative Clause and Noun,Noun-Relative clause,Yongxian-Luo-2008[307],
90A-cnm,cnm,Canamarí,90A,Order of Relative Clause and Noun,Noun-Relative clause,,
90A-kyo,kyo,Kanyok,90A,Order of Relative Clause and Noun,Noun-Relative clause,Mukash-Kalel-1982[ 260-261],
90A-klg,klg,Kulung,90A,Order of Relative Clause and Noun,Mixed,Tolsma-1999[ 91-92],
90A-lgt,lgt,Logoti,90A,Order of Relative Clause and Noun,Noun-Relative clause,Tucker-1967[ 265],
90A-nif,nif,Niuafo'ou,90A,Order of Relative Clause and Noun,Noun-Relative clause,Early-2002[ 855],
90A-tpt,tpt,Tapieté,90A,Order of Relative Clause and Noun,Noun-Relative clause,Gonzalez-2005[ 230],
90A-zzo,zzo,Zapotec (Zoogocho),90A,Order of Relative Clause and Noun,Noun-Relative clause,Sonnenschein-2005[ 157],
90A-anu,anu,Anufo,90A,Order of Relative Clause and Noun,Noun-Relative clause,Smye-2004[ 31],
90A-eip,eip,Eipo,90A,Order of Relative Clause and Noun,Relative clause-Noun,"Heeschen-1998[ 265, 266, 276-277]",
90A-har,har,Haruai,90A,Order of Relative Clause and Noun,Mixed,,
90A-mrq,mrq,Marquesan,90A,Order of Relative Clause and Noun,Noun-Relative clause,Lynch-2002a[ 871-872],
90A-tmm,tmm,Tamabo,90A,Order of Relative Clause and Noun,Noun-Relative clause,Jauncey-2002[ 614],
90A-hoa,hoa,Hoava,90A,Order of Relative Clause and Noun,Noun-Relative clause,"Davis-2003[ 34, 97]",
90A-skr,skr,Sikaritai,90A,Order of Relative Clause and Noun,Noun-Relative clause,Martin-1986[passim],
90A-bik,bik,Biak,90A,Order of Relative Clause and Noun,Noun-Relative clause,van-den-Heuvel-2006[ 201-202],
90A-hwr,hwr,Hawrami,90A,Order of Relative Clause and Noun,Noun-Relative clause,MacKenzie-1966[59],
90A-hdi,hdi,Hdi,90A,Order of Relative Clause and Noun,Noun-Relative clause,Frajzyngier-and-Shay-2002[ 401],
90A-ami,ami,Amis,90A,Order of Relative Clause and Noun,Relative clause-Noun,Wu-2006[ 96],
90A-bok,bok,Boko,90A,Order of Relative Clause and Noun,Noun-Relative clause,,
90A-uli,uli,Ulithian,90A,Order of Relative Clause and Noun,Noun-Relative clause,Lynch-2002b[ 799],
90A-sea,sea,Southeast Ambrym,90A,Order of Relative Clause and Noun,Noun-Relative clause,Crowley-2002b[ 664],
90A-bsr,bsr,Basari,90A,Order of Relative Clause and Noun,Noun-Relative clause,Ferry-1981[59],
