ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
95A-dhm,dhm,Dhimal,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-giz,giz,Giziga,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-ora,ora,Emai,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-rag,rag,Raga,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-xas,xas,Xasonga,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-zhn,zhn,Zhuang (Northern),95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-ina,ina,Inanwatan,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Other,,
95A-les,les,Lese,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Other,,
95A-lgt,lgt,Logoti,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Other,,
95A-nif,nif,Niuafo'ou,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-tpt,tpt,Tapieté,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Prepositions,,
95A-xar,xar,Xârâcùù,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-eip,eip,Eipo,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-mrq,mrq,Marquesan,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-ndi,ndi,Ngbandi,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-cup,cup,Cupeño,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-hoa,hoa,Hoava,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-mey,mey,Menya,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-pdp,pdp,Folopa,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-dun,dun,Duna,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-ifm,ifm,Ifumu,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-nyr,nyr,Nyangumarda,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Other,,
95A-tet,tet,Tetela,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-tpr,tpr,Tupuri,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-asu,asu,Asuriní,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-blu,blu,Bena-Lulua,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-bse,bse,Berber (Ayt Seghrouchen Middle Atlas),95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-bik,bik,Biak,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-hdi,hdi,Hdi,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-mbo,mbo,Monumbo,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-pog,pog,Pogoro,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-ami,ami,Amis,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-bgs,bgs,Baga Sitemu,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Postpositions,,
95A-bok,bok,Boko,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-dok,dok,Doko,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-kus,kus,Kusunda,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-mgh,mgh,Magahi,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-sko,sko,Skou,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-uli,uli,Ulithian,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-aba,aba,Abau,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-cuc,cuc,Cuica,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-png,png,Pangwa,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-pmn,pmn,Pomo (Northern),95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-rik,rik,Rikbaktsa,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-wtm,wtm,Watam,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-bti,bti,Betoi,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-bol,bol,Bolia,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-boj,boj,Bori,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-des,des,Desano,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-joh,joh,Johari,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-kbo,kbo,Kambot,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-knb,knb,Kanum (Bädi),95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-kti,kti,"Kati (in West Papua, Indonesia)",95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-mom,mom,Mombum,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-sgl,sgl,Sengele,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-tal,tal,Talinga,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-yei,yei,Yei,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-ylm,ylm,Yelmek,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-als,als,Alsea,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-cln,cln,Cholón,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-edo,edo,Edolo,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-esm,esm,Esmeraldeño,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-hem,hem,Hemba,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,,
95A-jbt,jbt,Jabutí,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
95A-jin,jin,Jino,95A,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,OV and Postpositions,,
