ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
18A-kgi,kgi,Konyagi,18A,Absence of Common Consonants,All present,Santos-1977,
18A-cve,cve,Chuave,18A,Absence of Common Consonants,All present,Thurman-1970,
18A-nbk,nbk,Natügu,18A,Absence of Common Consonants,All present,Wurm-1972b,
18A-ach,ach,Aché,18A,Absence of Common Consonants,All present,Susnik-1974,
18A-aiz,aiz,Aizi,18A,Absence of Common Consonants,All present,Herault-1971,
18A-brb,brb,Bariba,18A,Absence of Common Consonants,All present,Welmers-1952a,
18A-koh,koh,Kohumono,18A,Absence of Common Consonants,All present,Cook-1969b,
18A-mrn,mrn,Maranao,18A,Absence of Common Consonants,No fricatives,McKaughan-and-Macaraya-1967;McKaughan-1958,
18A-mxm,mxm,Mixtec (Molinos),18A,Absence of Common Consonants,All present,Hunter-and-Pike-1969,
18A-sab,sab,Sa'ban,18A,Absence of Common Consonants,All present,Clayre-1973,
18A-tks,tks,Teke (Southern),18A,Absence of Common Consonants,All present,Paulian-1975,
18A-wdo,wdo,Western Desert (Ooldea),18A,Absence of Common Consonants,No fricatives,Douglas-1955;Douglas-1964,
18A-wuc,wuc,Wu (Changzhou),18A,Absence of Common Consonants,All present,Chao-1970,
18A-ald,ald,Alladian,18A,Absence of Common Consonants,All present,Dumestre-and-Duponchel-1971;Duponchel-1971,
18A-bki,bki,Bakairí,18A,Absence of Common Consonants,All present,Wheatley-1969;Wheatley-1973,
18A-brd,brd,Bardi,18A,Absence of Common Consonants,No fricatives,Metcalfe-1971,
18A-bee,bee,Beembe,18A,Absence of Common Consonants,All present,Jacquot-1962;Jacquot-1981,
18A-bbf,bbf,Bobo Madaré (Northern),18A,Absence of Common Consonants,All present,Morse-1976;Bris-and-Prost-1981,
18A-brw,brw,Bru (Western),18A,Absence of Common Consonants,All present,Thongkum-1979,
18A-cad,cad,Caddo,18A,Absence of Common Consonants,All present,Chafe-1976;Chafe-1979,
18A-dad,dad,Dadibi,18A,Absence of Common Consonants,All present,MacDonald-1973,
18A-ddf,ddf,Daju (Dar Fur),18A,Absence of Common Consonants,All present,Thelwall-1981;Tucker-and-Bryan-1966,
18A-dnw,dnw,Dangaléat (Western),18A,Absence of Common Consonants,All present,Fedry-1977,
18A-dar,dar,Darai,18A,Absence of Common Consonants,All present,Kotapish-and-Kotapish-1973;Kotapish-and-Kotapish-1975,
18A-det,det,Deti,18A,Absence of Common Consonants,All present,Vossen-1997,
18A-dts,dts,Toro So,18A,Absence of Common Consonants,All present,Bendor-Samuel-et-al-1989;Plungian-1995,
18A-fuz,fuz,Fuzhou,18A,Absence of Common Consonants,All present,Chan-1985;Chen-and-Norman-1965;Hanyu-1960;Norman-1988,
18A-gla,gla,Gelao,18A,Absence of Common Consonants,All present,He-1981;He-1983,
18A-had,had,Hadza,18A,Absence of Common Consonants,All present,Sands-et-al-1996;Tucker-et-al-1977,
