ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
63A-mcf,mcf,Michif,63A,Noun Phrase Conjunction,'And' different from 'with',Bakker-1997,
63A-wrp,wrp,Waropen,63A,Noun Phrase Conjunction,'And' different from 'with',Held-1942,
63A-nbh,nbh,Ghulfan,63A,Noun Phrase Conjunction,'And' identical to 'with',Kauczor-1920,
63A-plr,plr,Palor,63A,Noun Phrase Conjunction,'And' identical to 'with',DAlton-1983,
63A-prd,prd,Parji (Dravidian),63A,Noun Phrase Conjunction,'And' different from 'with',Burrow-and-Bhattacharya-1953,
63A-srr,srr,Serrano,63A,Noun Phrase Conjunction,'And' different from 'with',Hill-1967,
63A-bgg,bgg,Banggai,63A,Noun Phrase Conjunction,'And' identical to 'with',van-den-Bergh-1953,
63A-grn,grn,Gurenne,63A,Noun Phrase Conjunction,'And' identical to 'with',Rapp-1966,
63A-ojs,ojs,Ojibwa (Severn),63A,Noun Phrase Conjunction,'And' different from 'with',Todd-1970,
63A-hcr,hcr,Haitian Creole,63A,Noun Phrase Conjunction,'And' identical to 'with',Hall-1953,
63A-kei,kei,Kei,63A,Noun Phrase Conjunction,'And' identical to 'with',Geurtjens-1921,
63A-pna,pna,Pamona,63A,Noun Phrase Conjunction,'And' identical to 'with',Adriani-1931,
63A-rti,rti,Roti,63A,Noun Phrase Conjunction,'And' identical to 'with',Jonker-1915,
63A-sra,sra,Sranan,63A,Noun Phrase Conjunction,'And' identical to 'with',Arends-1989,
63A-yav,yav,Yavapai,63A,Noun Phrase Conjunction,'And' identical to 'with',Kendall-1976,
63A-ahu,ahu,Aghu,63A,Noun Phrase Conjunction,'And' different from 'with',Drabbe-1957,
63A-tup,tup,Tupi,63A,Noun Phrase Conjunction,'And' identical to 'with',Platzmann-1874,
63A-moj,moj,Mojave,63A,Noun Phrase Conjunction,'And' identical to 'with',Munro-1976b,
63A-bui,bui,Buli (in Indonesia),63A,Noun Phrase Conjunction,'And' identical to 'with',Maan-1951,
63A-gll,gll,Galela,63A,Noun Phrase Conjunction,'And' identical to 'with',van-Baarda-1908,
63A-rka,rka,Romani (Kalderash),63A,Noun Phrase Conjunction,'And' different from 'with',Boretzky-1994,
63A-tpi,tpi,Tok Pisin,63A,Noun Phrase Conjunction,'And' different from 'with',Muhlhausler-1984,
63A-dua,dua,Duala,63A,Noun Phrase Conjunction,'And' identical to 'with',Ittmann-1939,
63A-kat,kat,Kâte,63A,Noun Phrase Conjunction,'And' different from 'with',Pilhofer-1933,
63A-cil,cil,CiLuba,63A,Noun Phrase Conjunction,'And' identical to 'with',Willems-1943,
63A-mmv,mmv,Mamvu,63A,Noun Phrase Conjunction,'And' identical to 'with',Vorbichler-1971,
63A-zar,zar,Zarma,63A,Noun Phrase Conjunction,'And' identical to 'with',Ardant-du-Picq-1933,
63A-gid,gid,Gidabal,63A,Noun Phrase Conjunction,'And' different from 'with',Geytenbeek-and-Geytenbeek-1971,
63A-mbt,mbt,Mangbetu,63A,Noun Phrase Conjunction,'And' identical to 'with',Vekens-1928,
63A-lis,lis,Lisu,63A,Noun Phrase Conjunction,'And' identical to 'with',Hope-1974,
63A-kls,kls,Kalispel,63A,Noun Phrase Conjunction,'And' identical to 'with',Vogt-1940,
63A-abm,abm,Alabama,63A,Noun Phrase Conjunction,'And' different from 'with',Lupardus-1982,
63A-ale,ale,Aleut,63A,Noun Phrase Conjunction,'And' different from 'with',Bergsland-1997,
63A-ckl,ckl,Chinook (Lower),63A,Noun Phrase Conjunction,'And' different from 'with',Boas-1911b,
63A-mut,mut,Mutsun,63A,Noun Phrase Conjunction,'And' different from 'with',Okrand-1977,
