ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
103A-klk,klk,Koh (Lakka),103A,Third Person Zero of Verbal Person Marking,No person marking,Glidden-1985[231-33],
103A-bro,bro,Broken,103A,Third Person Zero of Verbal Person Marking,No person marking,Shnukal-1988[41-52],
103A-kna,kna,Karitiâna,103A,Third Person Zero of Verbal Person Marking,No zero realization,Storto-1999[157],
103A-zsq,zsq,Zapotec (San Lucas Quiaviní),103A,Third Person Zero of Verbal Person Marking,No zero realization,Munro-and-Lopez-1999[15],
103A-jur,jur,Jurchen,103A,Third Person Zero of Verbal Person Marking,No zero realization,Hang-et-al-1989[60],
103A-mcr,mcr,Mauritian Creole,103A,Third Person Zero of Verbal Person Marking,No person marking,Baker-1972[98-102],
103A-cri,cri,Crimean Tatar,103A,Third Person Zero of Verbal Person Marking,Zero in all 3sg forms,Jankowski-1992[196-220],
103A-hmu,hmu,Huitoto (Muinane),103A,Third Person Zero of Verbal Person Marking,Zero in all 3rd person forms,Minor-et-al-1982[56],
103A-kjo,kjo,Konjo,103A,Third Person Zero of Verbal Person Marking,No zero realization,Friberg-1996[138],
103A-kuk,kuk,Kukú,103A,Third Person Zero of Verbal Person Marking,No person marking,Cohen-2000[54-98],
103A-lrk,lrk,Larike,103A,Third Person Zero of Verbal Person Marking,No zero realization,Laidig-1993[321],
103A-srm,srm,Saramaccan,103A,Third Person Zero of Verbal Person Marking,No person marking,Byrne-1987[44],
103A-tap,tap,Taiap,103A,Third Person Zero of Verbal Person Marking,No zero realization,"Kulick-and-Stroud-1992[9-10, 13]",
103A-kwz,kwz,Kwaza,103A,Third Person Zero of Verbal Person Marking,Zero in all 3rd person forms,van-der-Voort-2000[161-62],
103A-psj,psj,Popoloca (San Juan Atzingo),103A,Third Person Zero of Verbal Person Marking,Zero in all 3rd person forms,Kalstrom-Dolson-et-al-1995[367],
103A-uma,uma,Uma,103A,Third Person Zero of Verbal Person Marking,No zero realization,Martens-1988b[169],
103A-cap,cap,Capanahua,103A,Third Person Zero of Verbal Person Marking,No zero realization,"Lous-1969[42, 98]",
103A-xok,xok,Xokleng,103A,Third Person Zero of Verbal Person Marking,No zero realization,Urban-1985[167],
103A-mle,mle,Maale,103A,Third Person Zero of Verbal Person Marking,No person marking,Amha-2001[113],
103A-cmx,cmx,Comox,103A,Third Person Zero of Verbal Person Marking,Zero in all 3sg forms,Harris-1981b[58],
103A-adz,adz,Adzera,103A,Third Person Zero of Verbal Person Marking,No person marking,Holzknecht-1986[95],
103A-cav,cav,Cavineña,103A,Third Person Zero of Verbal Person Marking,No zero realization,Camp-1985[40],
103A-nad,nad,Nadëb,103A,Third Person Zero of Verbal Person Marking,Zero in all 3rd person forms,"Martins-and-Martins-1999[260, 263]",
103A-yaw,yaw,Yawa,103A,Third Person Zero of Verbal Person Marking,Zero in some 3sg forms,Jones-1986a[42],
103A-can,can,Candoshi,103A,Third Person Zero of Verbal Person Marking,No zero realization,Cox-1957[130],
103A-cku,cku,Chinook (Upper),103A,Third Person Zero of Verbal Person Marking,No zero realization,Silverstein-1976;Boas-1911b[581],
103A-saw,saw,Sawu,103A,Third Person Zero of Verbal Person Marking,No person marking,Walker-1982[23],
103A-mlm,mlm,Mlabri (Minor),103A,Third Person Zero of Verbal Person Marking,No person marking,Rischel-1995[99],
103A-ura,ura,Ura,103A,Third Person Zero of Verbal Person Marking,No zero realization,Crowley-1999[158-71],
