ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
118A-dab,dab,Daba,118A,Predicative Adjectives,Mixed,Mouchet-1966,
118A-ndi,ndi,Ngbandi,118A,Predicative Adjectives,Mixed,Lekens-1923,
118A-otr,otr,Otoro,118A,Predicative Adjectives,Verbal encoding,Tucker-and-Bryan-1966,
118A-brj,brj,Burji,118A,Predicative Adjectives,Mixed,Hudson-1976c,
118A-ksm,ksm,Kasem,118A,Predicative Adjectives,Mixed,Cremer-1924,
118A-kko,kko,Koranko,118A,Predicative Adjectives,Verbal encoding,Kastenholz-1987,
118A-ptp,ptp,Patpatar,118A,Predicative Adjectives,Verbal encoding,Peekel-1909,
118A-sey,sey,Seychelles Creole,118A,Predicative Adjectives,Verbal encoding,Bollee-1977,
118A-wrp,wrp,Waropen,118A,Predicative Adjectives,Mixed,Held-1942,
118A-lnw,lnw,Lonwolwol,118A,Predicative Adjectives,Verbal encoding,Paton-1973,
118A-nbh,nbh,Ghulfan,118A,Predicative Adjectives,Mixed,Kauczor-1920,
118A-plr,plr,Palor,118A,Predicative Adjectives,Verbal encoding,DAlton-1983,
118A-prd,prd,Parji (Dravidian),118A,Predicative Adjectives,Nonverbal encoding,Burrow-and-Bhattacharya-1953,
118A-bik,bik,Biak,118A,Predicative Adjectives,Verbal encoding,Van-Hasselt-1905,
118A-grn,grn,Gurenne,118A,Predicative Adjectives,Mixed,Rapp-1966,
118A-ojs,ojs,Ojibwa (Severn),118A,Predicative Adjectives,Verbal encoding,Todd-1970,
118A-pap,pap,Papiamentu,118A,Predicative Adjectives,Verbal encoding,,
118A-pop,pop,Popoloca (Metzontla),118A,Predicative Adjectives,Mixed,Veerman-Leichsenring-1991,
118A-abz,abz,Abaza,118A,Predicative Adjectives,Verbal encoding,Lomtatidze-and-Klychev-1989,
118A-frd,frd,Fordata,118A,Predicative Adjectives,Mixed,Drabbe-1926a,
118A-kic,kic,Kickapoo,118A,Predicative Adjectives,Verbal encoding,Voorhis-1974,
118A-hcr,hcr,Haitian Creole,118A,Predicative Adjectives,Verbal encoding,Hall-1953,
118A-pna,pna,Pamona,118A,Predicative Adjectives,Verbal encoding,Adriani-1931,
118A-qcu,qcu,Quechua (Cuzco),118A,Predicative Adjectives,Nonverbal encoding,von-Tschudi-1884,
118A-rti,rti,Roti,118A,Predicative Adjectives,Mixed,Jonker-1915,
118A-sra,sra,Sranan,118A,Predicative Adjectives,Verbal encoding,Arends-1989,
118A-yav,yav,Yavapai,118A,Predicative Adjectives,Verbal encoding,Kendall-1976,
118A-ahu,ahu,Aghu,118A,Predicative Adjectives,Nonverbal encoding,Drabbe-1957,
118A-blc,blc,Baluchi,118A,Predicative Adjectives,Nonverbal encoding,Gilbertson-1923,
118A-gdi,gdi,Godié,118A,Predicative Adjectives,Verbal encoding,Marchese-1986a,
118A-nbb,nbb,Nambas (Big),118A,Predicative Adjectives,Verbal encoding,Fox-1979,
118A-tup,tup,Tupi,118A,Predicative Adjectives,Mixed,Platzmann-1874,
118A-moj,moj,Mojave,118A,Predicative Adjectives,Verbal encoding,Munro-1976b,
118A-bui,bui,Buli (in Indonesia),118A,Predicative Adjectives,Mixed,Maan-1951,
118A-smt,smt,Sahaptin (Umatilla),118A,Predicative Adjectives,Nonverbal encoding,Rude-1988b,
118A-gll,gll,Galela,118A,Predicative Adjectives,Verbal encoding,van-Baarda-1908,
118A-tiv,tiv,Tiv,118A,Predicative Adjectives,Verbal encoding,Abraham-1933,
118A-gol,gol,Gola,118A,Predicative Adjectives,Mixed,Westermann-1921a,
118A-laz,laz,Laz,118A,Predicative Adjectives,Nonverbal encoding,Holisky-1991b,
118A-rka,rka,Romani (Kalderash),118A,Predicative Adjectives,Nonverbal encoding,Boretzky-1994,
118A-zaz,zaz,Zazaki,118A,Predicative Adjectives,Nonverbal encoding,Todd-1985,
118A-wau,wau,Waunana,118A,Predicative Adjectives,Nonverbal encoding,Sanchez-et-al-1977,
118A-ras,ras,Rashad,118A,Predicative Adjectives,Nonverbal encoding,Tucker-and-Bryan-1966,
118A-hei,hei,Heiltsuk,118A,Predicative Adjectives,Verbal encoding,Rath-1981,
118A-tpi,tpi,Tok Pisin,118A,Predicative Adjectives,Verbal encoding,Muhlhausler-1984,
118A-ady,ady,Adyghe (Abzakh),118A,Predicative Adjectives,Verbal encoding,Paris-1989,
118A-dua,dua,Duala,118A,Predicative Adjectives,Mixed,Ittmann-1939,
118A-kat,kat,Kâte,118A,Predicative Adjectives,Nonverbal encoding,Pilhofer-1933,
118A-kur,kur,Kurukh,118A,Predicative Adjectives,Nonverbal encoding,Vesper-1968,
118A-vot,vot,Votic,118A,Predicative Adjectives,Nonverbal encoding,Ariste-1968,
118A-cil,cil,CiLuba,118A,Predicative Adjectives,Mixed,Willems-1943,
118A-iwa,iwa,Iwaidja,118A,Predicative Adjectives,Mixed,Capell-1962b,
