ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
38A-xas,xas,Xasonga,38A,Indefinite Articles,"No indefinite, but definite article",Koite-Herschel-1981-1982[ 95],
38A-ina,ina,Inanwatan,38A,Indefinite Articles,"No indefinite, but definite article",de-Vries-1996[ 64],
38A-nif,nif,Niuafo'ou,38A,Indefinite Articles,Indefinite word distinct from 'one',"Early-2002[ 851, 853]",
38A-xar,xar,Xârâcùù,38A,Indefinite Articles,No definite or indefinite article,,
38A-anu,anu,Anufo,38A,Indefinite Articles,Indefinite word distinct from 'one',Smye-2004[35],
38A-eip,eip,Eipo,38A,Indefinite Articles,"No indefinite, but definite article",Heeschen-1998[ 151],
38A-mrq,mrq,Marquesan,38A,Indefinite Articles,Indefinite word same as 'one',Lynch-2002a[ 868],
38A-cup,cup,Cupeño,38A,Indefinite Articles,No definite or indefinite article,Hill-2005[ passim],
38A-hoa,hoa,Hoava,38A,Indefinite Articles,Indefinite word same as 'one',"Davis-2003[ 34, 56-57]",
38A-kpo,kpo,Kposo,38A,Indefinite Articles,Indefinite affix,Wolf-1981[22],
38A-pdp,pdp,Folopa,38A,Indefinite Articles,Indefinite word distinct from 'one',,
38A-bik,bik,Biak,38A,Indefinite Articles,Indefinite word distinct from 'one',"van-den-Heuvel-2006[201, 203]",
38A-mzn,mzn,Mazanderani,38A,Indefinite Articles,Indefinite word same as 'one',Yoshie-1996[15],
38A-bsi,bsi,Berber (Siwa),38A,Indefinite Articles,No definite or indefinite article,Vycichl-1991[64],
38A-gil,gil,Gilaki,38A,Indefinite Articles,Indefinite word same as 'one',Christensen-1930[77],
38A-uli,uli,Ulithian,38A,Indefinite Articles,No definite or indefinite article,Lynch-2002b[ 794],
38A-gwo,gwo,Gworok,38A,Indefinite Articles,Indefinite word same as 'one',Adwiraah-1989[71],
38A-tts,tts,Tati (Southern),38A,Indefinite Articles,Indefinite word same as 'one',Yar-Shater-1969[65],
38A-wor,wor,Worora,38A,Indefinite Articles,No definite or indefinite article,Love-2000[24],
38A-gnd,gnd,Ga'anda,38A,Indefinite Articles,Indefinite affix,Newman-1971[85-86],
38A-nne,nne,Nengone,38A,Indefinite Articles,Indefinite word same as 'one',Tryon-1967b[53],
38A-svs,svs,Savosavo,38A,Indefinite Articles,"No indefinite, but definite article","Wegener-2008[ 85, 89, 118]",
38A-fon,fon,Fongbe,38A,Indefinite Articles,Indefinite word distinct from 'one',Lefebvre-and-Brousseau-2002[ 40],
38A-ngb,ngb,Ngbaka (Minagende),38A,Indefinite Articles,"No indefinite, but definite article",GrandEury-1991[ 330],
38A-tik,tik,Tikar,38A,Indefinite Articles,Indefinite word distinct from 'one',"Stanley-1991[204, 209-210]",
38A-bbu,bbu,Barambu,38A,Indefinite Articles,"No indefinite, but definite article",Santandrea-1965b[ 100],
38A-bni,bni,Bini,38A,Indefinite Articles,No definite or indefinite article,Dunn-1968[passim],
38A-deg,deg,Degema,38A,Indefinite Articles,"No indefinite, but definite article",Kari-1997[49],
38A-gnn,gnn,Gunin,38A,Indefinite Articles,"No indefinite, but definite article","McGregor-1993[ 28, 50]",
38A-isa,isa,I'saka,38A,Indefinite Articles,No definite or indefinite article,Donohue-and-San-Roque-2002[ passim],
38A-pra,pra,Prasuni,38A,Indefinite Articles,Indefinite word same as 'one',Morgenstierne-1949[passim],
38A-stn,stn,Sotho (Northern),38A,Indefinite Articles,No definite or indefinite article,Louwrens-et-al-1995[passim],
38A-taf,taf,Taiof,38A,Indefinite Articles,Indefinite word distinct from 'one',Ross-2002g[ 429-430],
38A-tou,tou,Toussian,38A,Indefinite Articles,Indefinite word distinct from 'one',Prost-1964g[282],
38A-tnk,tnk,Tungak,38A,Indefinite Articles,Indefinite word distinct from 'one',Fast-1990[13],
38A-bin,bin,Binandere,38A,Indefinite Articles,Indefinite word same as 'one',Wilson-1996[71],
38A-dhr,dhr,Dhargari,38A,Indefinite Articles,No definite or indefinite article,Klokeid-1969[passim],
38A-lew,lew,Lewo,38A,Indefinite Articles,Indefinite word same as 'one',"Early-1994a[ 186-187, 229-230]",
38A-ndu,ndu,Ndumu,38A,Indefinite Articles,No definite or indefinite article,Biton-1969[passim],
38A-sir,sir,Siar,38A,Indefinite Articles,Indefinite word distinct from 'one',Ross-2002f[414-415],
38A-tig,tig,Tigrinya,38A,Indefinite Articles,Indefinite word same as 'one',Kogan-1997[431],
38A-azi,azi,Azari (Iranian),38A,Indefinite Articles,Indefinite word same as 'one',Dehghani-2000[137-138],
38A-cas,cas,Cashibo,38A,Indefinite Articles,Indefinite word same as 'one',Abreu-1914[ 16],
38A-myn,myn,Ma'anyan,38A,Indefinite Articles,Indefinite word same as 'one',Gudai-1988[63],
38A-sia,sia,Siane,38A,Indefinite Articles,No definite or indefinite article,Salisbury-1956[passim],
38A-thy,thy,Kuuk Thaayorre,38A,Indefinite Articles,No definite or indefinite article,,
38A-gel,gel,Gela,38A,Indefinite Articles,"No indefinite, but definite article",Crowley-2002a[passim],
38A-lmh,lmh,Lamaholot,38A,Indefinite Articles,Indefinite word same as 'one',Nishiyama-and-Kelen-2007[ passim],
38A-mbi,mbi,Mbili,38A,Indefinite Articles,"No indefinite, but definite article",Ayuninjam-1998[190],
38A-osa,osa,Osage,38A,Indefinite Articles,Indefinite word same as 'one',,
38A-rov,rov,Roviana,38A,Indefinite Articles,Indefinite word distinct from 'one',Corston-Oliver-2002[472],
38A-stl,stl,Santali,38A,Indefinite Articles,Indefinite word same as 'one',"Neukom-2001[ 55, 174]",
38A-tgl,tgl,Tshangla,38A,Indefinite Articles,Indefinite word same as 'one',Andvik-2003[ 442],
38A-tte,tte,Tutelo,38A,Indefinite Articles,Indefinite affix,Oliverio-1996[126],
38A-amn,amn,Amanab,38A,Indefinite Articles,No definite or indefinite article,Minch-1992[passim],
38A-blt,blt,Balti,38A,Indefinite Articles,Indefinite word distinct from 'one',Read-1934[4];Sprigg-2002[46],
