ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
68A-ins,ins,Inuktitut (Salluit),68A,The Perfect,"From 'finish', 'already'",,
68A-ise,ise,Isekiri,68A,The Perfect,"From 'finish', 'already'",Dahl-1985[178],
68A-hwc,hwc,Hawaiian Creole,68A,The Perfect,No perfect,Velupillai-2003,
68A-kfc,kfc,Kriol (Fitzroy Crossing),68A,The Perfect,No perfect,Dahl-1985[166],
68A-tga,tga,Tangga,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-atu,atu,Arabic (Tunisian),68A,The Perfect,No perfect,Dahl-1985[155],
68A-atc,atc,Atchin,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-cyn,cyn,Cheyenne,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-tem,tem,Tem,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Der-Houssikian 1980a:68-69]",
68A-mtg,mtg,Montagnais,68A,The Perfect,Other perfect,,
68A-toj,toj,Tojolabal,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Furbee-Losee 1976:129, 133-34]",
68A-blc,blc,Baluchi,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Barker and Mengal 1969:333-339]",
68A-cuu,cuu,Chuukese,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-ren,ren,Rendille,68A,The Perfect,No perfect,,
68A-kui,kui,Kui (in India),68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 330, quoting Subrahmanyam 1971:60-85, 157-60]",
68A-ono,ono,Ono,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-bui,bui,Buli (in Indonesia),68A,The Perfect,"From 'finish', 'already'","Bybee-et-al-1994[64-65, 328, quoting Maan 1951:85]",
68A-wor,wor,Worora,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-kji,kji,Kurmanji,68A,The Perfect,No perfect,Dahl-1985[168],
68A-bon,bon,Bongu,68A,The Perfect,"From 'finish', 'already'","Bybee-et-al-1994[64-65, 329, quoting Hanke 1909:53, 67]",
68A-afr,afr,Afrikaans,68A,The Perfect,"From 'finish', 'already'",Dahl-1985[166],
68A-qco,qco,Quechua (Cochabamba),68A,The Perfect,No perfect,Dahl-1985[158],
68A-tpi,tpi,Tok Pisin,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-bng,bng,Baining,68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 331, quoting Rascher 1904:62ff.]",
68A-tig,tig,Tigrinya,68A,The Perfect,No perfect,Dahl-1985[156],
68A-avo,avo,Avokaya,68A,The Perfect,No perfect,,
68A-nim,nim,Nimboran,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-plg,plg,Palaung,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Milne 1921:67]",
68A-tny,tny,Tenyer,68A,The Perfect,"From 'finish', 'already'",Dahl-1985[177],
68A-gug,gug,Gugada,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-mwe,mwe,Mwera,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Harries 1950:110]",
68A-awn,awn,Awngi,68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 330, quoting Hetzron 1969:13f., 27f.]",
68A-yct,yct,Yucatec,68A,The Perfect,No perfect,,
68A-man,man,Mano,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Becker-Donner 1965:41ff.]",
68A-pnn,pnn,Pangasinan,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-tug,tug,Tuareg (Ahaggar),68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-uyg,uyg,Uyghur,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Nadzhip 1971:117-18]",
68A-hal,hal,Halia,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-cpn,cpn,Chepang,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Caughley 1982:108-9]",
68A-wly,wly,Wolaytta,68A,The Perfect,No perfect,Lamberti-and-Sottile-1997,
68A-bnj,bnj,Bandjalang,68A,The Perfect,No perfect,Dahl-1985[159],
68A-cpl,cpl,Chinantec (Palantla),68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 331, quoting Merrifield 1968:25]",
68A-jav,jav,Javanese,68A,The Perfect,"From 'finish', 'already'",Dahl-1985[161],
68A-kik,kik,Kikuyu,68A,The Perfect,Other perfect,Dahl-1985[175],
68A-coc,coc,Cocama,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 327, quoting Faust 1978:72]",
68A-did,did,Didinga,68A,The Perfect,No perfect,,
68A-mtu,mtu,Motu,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Lister-Turner and Clark n.d.:14, 16-17]",
68A-ngm,ngm,Ngambay,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-ses,ses,Sesotho,68A,The Perfect,Other perfect,Dahl-1985[175],
68A-egn,egn,Engenni,68A,The Perfect,"From 'finish', 'already'","Bybee-et-al-1994[79-80, 331, quoting Thomas 1978:73, 170, 174]",
68A-grf,grf,Garífuna,68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 330, quoting Taylor 1956a:6, 20, 24, 30, and Taylor 1956b:144f.]",
68A-raw,raw,Rawang,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Barnard 1934:20-22, 27-28]",
68A-yes,yes,Yessan-Mayo,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-ceb,ceb,Cebuano,68A,The Perfect,No perfect,Dahl-1985[160],
68A-lda,lda,Luganda,68A,The Perfect,Other perfect,,
68A-nak,nak,Nakanai,68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 330, quoting Johnston 1980:129-30]",
68A-udm,udm,Udmurt,68A,The Perfect,Other perfect,"Bybee-et-al-1994[79-80, 331, quoting Perevoshchikov 1962:202-6]",
68A-tuc,tuc,Tucano,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Sorensen 1969:29]",
68A-jiv,jiv,Jivaro,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 327, quoting Turner 1958:64, 93]",
68A-lao,lao,Lao,68A,The Perfect,"From 'finish', 'already'","Bybee-et-al-1994[64-65, 329, quoting Yates and Sayisthsena 1970:318f.]",
68A-mai,mai,Maithili,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Jha 1958:427-428, 511f., 526]",
68A-nbr,nbr,Ngäbere,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Kopesec 1975:24, 45]",
68A-aly,aly,Alyawarra,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Yallop 1977:51]",
68A-cbo,cbo,Chácobo,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-mlt,mlt,Maltese,68A,The Perfect,No perfect,Dahl-1985[156],
68A-ruk,ruk,Rukai (Tanan),68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Li 1973:81, 150, 156, 160, 265]",
68A-aze,aze,Azerbaijani,68A,The Perfect,Other perfect,Dahl-1985[159-160],
68A-bar,bar,Bari,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Spagnolo 1933:105]",
68A-ben,ben,Bengali,68A,The Perfect,Other perfect,Dahl-1985[167],
68A-but,but,Buriat,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Poppe 1960:103]",
68A-kya,kya,Kuku-Yalanji,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-alw,alw,Alawa,68A,The Perfect,No perfect,Dahl-1985[159],
68A-lai,lai,Lai,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 329, quoting Newland 1897:34]",
68A-snc,snc,Seneca,68A,The Perfect,No perfect,Dahl-1985[173],
68A-tah,tah,Tahitian,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Jaussen 1861:64, 72]",
68A-knk,knk,Kanakuru,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-shu,shu,Shuswap,68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-tne,tne,Temne,68A,The Perfect,"From 'finish', 'already'","Bybee-et-al-1994[64-65, 329, quoting Wilson 1961a:26]",
68A-por,por,Portuguese,68A,The Perfect,No perfect,Dahl-1985[171-172],
68A-sun,sun,Sundanese,68A,The Perfect,"From 'finish', 'already'",Dahl-1985[139],
68A-nca,nca,Nicobarese (Car),68A,The Perfect,No perfect,Bybee-et-al-1994,
68A-ygr,ygr,Yagaria,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 328, quoting Renck 1975:133f.]",
68A-tgr,tgr,Tigré,68A,The Perfect,Other perfect,"Bybee-et-al-1994[64-65, 327, quoting Raz 1983:6, 73-74, 199]",
