ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
21A-cho,cho,Chontal (Highland),21A,Exponence of Selected Inflectional Formatives,No case,Turner-and-Turner-1971,
21A-jel,jel,Jeli,21A,Exponence of Selected Inflectional Formatives,No case,Trobs-1998,
21A-nah,nah,Nahali,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Kuiper-1962,
21A-wrm,wrm,Warembori,21A,Exponence of Selected Inflectional Formatives,No case,Donohue-1999b,
21A-iau,iau,Iau,21A,Exponence of Selected Inflectional Formatives,No case,Bateman-1986,
21A-cku,cku,Chinook (Upper),21A,Exponence of Selected Inflectional Formatives,No case,Dyk-1933,
21A-atk,atk,Atakapa,21A,Exponence of Selected Inflectional Formatives,No case,Swanton-1929,
21A-bnj,bnj,Bandjalang,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Crowley-1978,
21A-koi,koi,Koiari,21A,Exponence of Selected Inflectional Formatives,No case,Dutton-1996,
21A-dig,dig,Digaro,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Sastry-1984,
21A-tot,tot,Totonac (Misantla),21A,Exponence of Selected Inflectional Formatives,No case,Levy-Podolsky-1990;MacKay-1999,
21A-wem,wem,Wembawemba,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Hercus-1986b,
21A-bel,bel,Belhare,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Bickel-2003,
21A-ccp,ccp,Cocopa,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Crawford-1966[103-107],
21A-kiw,kiw,Kiwai,21A,Exponence of Selected Inflectional Formatives,No case,Ray-1933,
21A-bbw,bbw,Bininj Gun-Wok,21A,Exponence of Selected Inflectional Formatives,No case,Oates-1964a,
21A-lai,lai,Lai,21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Peterson-2003,
21A-tib,tib,Tibetan (Standard Spoken),21A,Exponence of Selected Inflectional Formatives,Monoexponential case,Denwood-1999,
21A-nmb,nmb,Nambikuára (Southern),21A,Exponence of Selected Inflectional Formatives,No case,Kroeker-2001;Lowe-1999,
21A-ter,ter,Tera,21A,Exponence of Selected Inflectional Formatives,No case,Newman-1970,
21A-brr,brr,Bororo,21A,Exponence of Selected Inflectional Formatives,No case,Crowell-1979;Rodrigues-1999b,
21A-hve,hve,Huave (San Mateo del Mar),21A,Exponence of Selected Inflectional Formatives,No case,Matthews-1972;Stairs-Kreger-and-Scharfe-de-Stairs-1981;Stairs-and-Hollenbach-1969;Suarez-1975,
21A-hat,hat,Hatam,21A,Exponence of Selected Inflectional Formatives,No case,Reesink-1999,
21A-kis,kis,Kisi,21A,Exponence of Selected Inflectional Formatives,No case,Childs-1995,
