ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
119A-dab,dab,Daba,119A,Nominal and Locational Predication,Different,Mouchet-1966,
119A-ndi,ndi,Ngbandi,119A,Nominal and Locational Predication,Different,Lekens-1923,
119A-otr,otr,Otoro,119A,Nominal and Locational Predication,Different,Tucker-and-Bryan-1966,
119A-brj,brj,Burji,119A,Nominal and Locational Predication,Different,Hudson-1976c,
119A-ksm,ksm,Kasem,119A,Nominal and Locational Predication,Different,Cremer-1924,
119A-kko,kko,Koranko,119A,Nominal and Locational Predication,Different,Kastenholz-1987,
119A-ptp,ptp,Patpatar,119A,Nominal and Locational Predication,Different,Peekel-1909,
119A-sey,sey,Seychelles Creole,119A,Nominal and Locational Predication,Different,Bollee-1977,
119A-wrp,wrp,Waropen,119A,Nominal and Locational Predication,Different,Held-1942,
119A-lnw,lnw,Lonwolwol,119A,Nominal and Locational Predication,Different,Paton-1971,
119A-nbh,nbh,Ghulfan,119A,Nominal and Locational Predication,Different,Kauczor-1920,
119A-plr,plr,Palor,119A,Nominal and Locational Predication,Different,DAlton-1983,
119A-prd,prd,Parji (Dravidian),119A,Nominal and Locational Predication,Different,Burrow-and-Bhattacharya-1953,
119A-bik,bik,Biak,119A,Nominal and Locational Predication,Different,Van-Hasselt-1905,
119A-grn,grn,Gurenne,119A,Nominal and Locational Predication,Different,Rapp-1966,
119A-ojs,ojs,Ojibwa (Severn),119A,Nominal and Locational Predication,Different,Todd-1970,
119A-pap,pap,Papiamentu,119A,Nominal and Locational Predication,Different,,
119A-pop,pop,Popoloca (Metzontla),119A,Nominal and Locational Predication,Different,Veerman-Leichsenring-1991,
119A-abz,abz,Abaza,119A,Nominal and Locational Predication,Different,Lomtatidze-and-Klychev-1989,
119A-frd,frd,Fordata,119A,Nominal and Locational Predication,Different,Drabbe-1926a,
119A-kic,kic,Kickapoo,119A,Nominal and Locational Predication,Different,Voorhis-1974,
119A-hcr,hcr,Haitian Creole,119A,Nominal and Locational Predication,Different,Hall-1953,
119A-pna,pna,Pamona,119A,Nominal and Locational Predication,Different,Adriani-1931,
119A-qcu,qcu,Quechua (Cuzco),119A,Nominal and Locational Predication,Identical,von-Tschudi-1884,
119A-rti,rti,Roti,119A,Nominal and Locational Predication,Different,Jonker-1915,
119A-sra,sra,Sranan,119A,Nominal and Locational Predication,Different,Arends-1989,
119A-yav,yav,Yavapai,119A,Nominal and Locational Predication,Identical,Kendall-1976,
119A-ahu,ahu,Aghu,119A,Nominal and Locational Predication,Identical,Drabbe-1957,
119A-blc,blc,Baluchi,119A,Nominal and Locational Predication,Identical,Gilbertson-1923,
119A-gdi,gdi,Godié,119A,Nominal and Locational Predication,Different,Marchese-1986a,
119A-nbb,nbb,Nambas (Big),119A,Nominal and Locational Predication,Different,Fox-1979,
119A-tup,tup,Tupi,119A,Nominal and Locational Predication,Different,Platzmann-1874,
119A-moj,moj,Mojave,119A,Nominal and Locational Predication,Identical,Munro-1976b,
119A-bui,bui,Buli (in Indonesia),119A,Nominal and Locational Predication,Different,Maan-1951,
119A-smt,smt,Sahaptin (Umatilla),119A,Nominal and Locational Predication,Identical,Rude-1988b,
119A-gll,gll,Galela,119A,Nominal and Locational Predication,Different,van-Baarda-1908,
119A-tiv,tiv,Tiv,119A,Nominal and Locational Predication,Different,Abraham-1933,
119A-gol,gol,Gola,119A,Nominal and Locational Predication,Different,Westermann-1921a,
119A-laz,laz,Laz,119A,Nominal and Locational Predication,Identical,Holisky-1991b,
119A-rka,rka,Romani (Kalderash),119A,Nominal and Locational Predication,Identical,Boretzky-1994,
119A-zaz,zaz,Zazaki,119A,Nominal and Locational Predication,Identical,Todd-1985,
119A-wau,wau,Waunana,119A,Nominal and Locational Predication,Identical,Sanchez-et-al-1977,
119A-ras,ras,Rashad,119A,Nominal and Locational Predication,Different,Tucker-and-Bryan-1966,
119A-hei,hei,Heiltsuk,119A,Nominal and Locational Predication,Different,Rath-1981,
119A-tpi,tpi,Tok Pisin,119A,Nominal and Locational Predication,Different,Muhlhausler-1984,
119A-ady,ady,Adyghe (Abzakh),119A,Nominal and Locational Predication,Different,Paris-1989,
119A-dua,dua,Duala,119A,Nominal and Locational Predication,Identical,Ittmann-1939,
119A-kat,kat,Kâte,119A,Nominal and Locational Predication,Different,Pilhofer-1933,
119A-kur,kur,Kurukh,119A,Nominal and Locational Predication,Different,Vesper-1968,
119A-vot,vot,Votic,119A,Nominal and Locational Predication,Identical,Ariste-1968,
119A-cil,cil,CiLuba,119A,Nominal and Locational Predication,Identical,Willems-1943,
119A-iwa,iwa,Iwaidja,119A,Nominal and Locational Predication,Different,Capell-1962b,
119A-cro,cro,Crow,119A,Nominal and Locational Predication,Different,Lowie-1941,
119A-kta,kta,Koita,119A,Nominal and Locational Predication,Different,Dutton-1975,
119A-pwn,pwn,Pawnee,119A,Nominal and Locational Predication,Identical,Parks-1976,
119A-zar,zar,Zarma,119A,Nominal and Locational Predication,Different,Ardant-du-Picq-1933,
119A-ilo,ilo,Ilocano,119A,Nominal and Locational Predication,Different,Lopez-1928,
119A-mbt,mbt,Mangbetu,119A,Nominal and Locational Predication,Identical,Vekens-1928,
119A-bgo,bgo,Bongo,119A,Nominal and Locational Predication,Different,Santandrea-1963,
119A-lis,lis,Lisu,119A,Nominal and Locational Predication,Different,Hope-1974,
119A-sor,sor,Sora,119A,Nominal and Locational Predication,Different,Ramamurti-1931,
119A-ktl,ktl,Katla,119A,Nominal and Locational Predication,Different,Tucker-and-Bryan-1966,
119A-cmr,cmr,Chin (Mara),119A,Nominal and Locational Predication,Different,Lorrain-1951,
119A-kbl,kbl,Kabyle,119A,Nominal and Locational Predication,Different,Hanoteau-1906,
119A-kls,kls,Kalispel,119A,Nominal and Locational Predication,Different,Vogt-1940,
119A-mwb,mwb,Manobo (Western Bukidnon),119A,Nominal and Locational Predication,Different,Elkins-1970,
119A-tug,tug,Tuareg (Ahaggar),119A,Nominal and Locational Predication,Different,Hanoteau-1896,
