ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
37A-ina,ina,Inanwatan,37A,Definite Articles,Demonstrative word used as definite article,de-Vries-1996[ 64],
37A-lgt,lgt,Logoti,37A,Definite Articles,Definite affix,Tucker-1967[ 147],
37A-nif,nif,Niuafo'ou,37A,Definite Articles,Definite word distinct from demonstrative,"Early-2002[ 850, 851, 853]",
37A-xar,xar,Xârâcùù,37A,Definite Articles,No definite or indefinite article,,
37A-anu,anu,Anufo,37A,Definite Articles,Definite word distinct from demonstrative,Smye-2004[ 30],
37A-mrq,mrq,Marquesan,37A,Definite Articles,Definite word distinct from demonstrative,Lynch-2002a[ 868],
37A-mko,mko,Mokilko,37A,Definite Articles,Definite affix,Jungraithmayr-1990[30],
37A-cup,cup,Cupeño,37A,Definite Articles,No definite or indefinite article,Hill-2005[ passim],
37A-kpo,kpo,Kposo,37A,Definite Articles,Definite affix,Wolf-1981[22],
37A-pdp,pdp,Folopa,37A,Definite Articles,Definite word distinct from demonstrative,,
37A-ssa,ssa,Sisaala,37A,Definite Articles,Definite affix,Blass-1975[passim],
37A-bik,bik,Biak,37A,Definite Articles,Definite word distinct from demonstrative,"van-den-Heuvel-2006[201, 203]",
37A-tgo,tgo,Tsogo,37A,Definite Articles,Definite word distinct from demonstrative,Raponda-Walker-1950[21],
37A-bsi,bsi,Berber (Siwa),37A,Definite Articles,No definite or indefinite article,Vycichl-1991[64],
37A-gil,gil,Gilaki,37A,Definite Articles,Demonstrative word used as definite article,Christensen-1930[78],
37A-tan,tan,Tangale,37A,Definite Articles,Definite affix,Jungraithmayr-1991[31],
37A-uli,uli,Ulithian,37A,Definite Articles,No definite or indefinite article,Lynch-2002b[ 794],
37A-ats,ats,Atsugewi,37A,Definite Articles,Definite affix,Walters-1977[passim],
37A-oks,oks,Oksapmin,37A,Definite Articles,Definite word distinct from demonstrative,,
37A-leb,leb,Lebeo,37A,Definite Articles,Demonstrative word used as definite article,Gerard-1924[36],
37A-tts,tts,Tati (Southern),37A,Definite Articles,"No definite, but indefinite article",Yar-Shater-1969[67],
37A-wor,wor,Worora,37A,Definite Articles,No definite or indefinite article,Love-2000[24],
37A-bfi,bfi,Bafia,37A,Definite Articles,Definite word distinct from demonstrative,"Guarisma-1973[170, 174, 175]",
37A-blz,blz,Balanta,37A,Definite Articles,Definite word distinct from demonstrative,Fudemann-1999[202-203],
37A-gnd,gnd,Ga'anda,37A,Definite Articles,Definite affix,"Newman-1971[81, 85-86, 88]",
37A-bbf,bbf,Bobo Madaré (Northern),37A,Definite Articles,Definite word distinct from demonstrative,Prost-1983[ 22],
37A-svs,svs,Savosavo,37A,Definite Articles,Definite word distinct from demonstrative,"Wegener-2008[ 85, 89, 118]",
37A-shm,shm,Shambala,37A,Definite Articles,Demonstrative word used as definite article,Besha-1993[28],
37A-day,day,Day,37A,Definite Articles,Definite word distinct from demonstrative,"Nougayrol-1979[119, 121-122]",
37A-mtb,mtb,Matuumbi,37A,Definite Articles,Definite word distinct from demonstrative,Odden-1996[75],
37A-mus,mus,Mussau,37A,Definite Articles,Definite word distinct from demonstrative,Ross-2002b[153],
37A-ron,ron,Ron,37A,Definite Articles,Definite word distinct from demonstrative,Seibert-1998[73],
37A-bbu,bbu,Barambu,37A,Definite Articles,Demonstrative word used as definite article,Santandrea-1965b[ 101],
37A-kyq,kyq,Kyuquot,37A,Definite Articles,Definite affix,"Rose-1981[41, 239]",
37A-msm,msm,Musom,37A,Definite Articles,Demonstrative word used as definite article,Holzknecht-1997b[79],
37A-tke,tke,Tokelauan,37A,Definite Articles,Definite word distinct from demonstrative,"Hooper-1996[6, 9]",
37A-bni,bni,Bini,37A,Definite Articles,No definite or indefinite article,Dunn-1968[passim],
37A-deg,deg,Degema,37A,Definite Articles,Definite word distinct from demonstrative,Kari-1997[49],
37A-gnn,gnn,Gunin,37A,Definite Articles,Definite word distinct from demonstrative,"McGregor-1993[ 28, 50]",
37A-isa,isa,I'saka,37A,Definite Articles,No definite or indefinite article,Donohue-and-San-Roque-2002[ passim],
37A-kba,kba,Kamba,37A,Definite Articles,Definite word distinct from demonstrative,Whiteley-and-Muli-1962[27-28],
37A-knw,knw,Konkow,37A,Definite Articles,Definite affix,Ultan-1967[157],
37A-mof,mof,Mofu-Gudur,37A,Definite Articles,Definite word distinct from demonstrative,"Barreteau-1988[57, 62]",
37A-pra,pra,Prasuni,37A,Definite Articles,"No definite, but indefinite article",Morgenstierne-1949[passim],
37A-stn,stn,Sotho (Northern),37A,Definite Articles,No definite or indefinite article,Louwrens-et-al-1995[passim],
37A-tnk,tnk,Tungak,37A,Definite Articles,Definite word distinct from demonstrative,Fast-1990[34-35],
37A-zqs,zqs,Zoque (Soteapan),37A,Definite Articles,Definite word distinct from demonstrative,Elson-1967[279],
37A-ady,ady,Adyghe (Abzakh),37A,Definite Articles,Definite affix,Paris-1989[167],
37A-bin,bin,Binandere,37A,Definite Articles,Demonstrative word used as definite article,Wilson-1996[69],
37A-cmx,cmx,Comox,37A,Definite Articles,Definite affix,Hagege-1981[134],
37A-dhr,dhr,Dhargari,37A,Definite Articles,No definite or indefinite article,Klokeid-1969[passim],
37A-lew,lew,Lewo,37A,Definite Articles,"No definite, but indefinite article",Early-1994a[ passim],
37A-mur,mur,Mursi,37A,Definite Articles,Definite affix,Turton-and-Bender-1976[545],
37A-ndu,ndu,Ndumu,37A,Definite Articles,No definite or indefinite article,Biton-1969[passim],
37A-sir,sir,Siar,37A,Definite Articles,Definite word distinct from demonstrative,Ross-2002f[414],
37A-tig,tig,Tigrinya,37A,Definite Articles,Demonstrative word used as definite article,"Kogan-1997[431, 441]",
37A-azi,azi,Azari (Iranian),37A,Definite Articles,"No definite, but indefinite article",Dehghani-2000[passim],
37A-cas,cas,Cashibo,37A,Definite Articles,Demonstrative word used as definite article,Abreu-1914[ 15],
37A-kel,kel,Kele,37A,Definite Articles,Definite word distinct from demonstrative,Ross-2002k[129],
37A-myn,myn,Ma'anyan,37A,Definite Articles,Demonstrative word used as definite article,Gudai-1988[64],
37A-ong,ong,Onge,37A,Definite Articles,Definite affix,Dasgupta-and-Sharma-1982[14],
37A-sia,sia,Siane,37A,Definite Articles,No definite or indefinite article,Salisbury-1956[passim],
37A-thy,thy,Kuuk Thaayorre,37A,Definite Articles,No definite or indefinite article,,
37A-bvi,bvi,Bali-Vitu,37A,Definite Articles,Demonstrative word used as definite article,Ross-2002c[passim],
37A-dim,dim,Dime,37A,Definite Articles,Definite word distinct from demonstrative,Fleming-1990[517-518],
37A-gam,gam,Gamo,37A,Definite Articles,Definite affix,Taylor-1994[50],
37A-gel,gel,Gela,37A,Definite Articles,Definite word distinct from demonstrative,Crowley-2002a[527],
37A-git,git,Gitksan,37A,Definite Articles,Definite affix,Rigsby-1986[passim],
37A-ken,ken,Kenga,37A,Definite Articles,Definite word distinct from demonstrative,Vandame-1968[17],
37A-lmh,lmh,Lamaholot,37A,Definite Articles,Demonstrative word used as definite article,Nishiyama-and-Kelen-2007[ passim],
37A-mbi,mbi,Mbili,37A,Definite Articles,Definite word distinct from demonstrative,Ayuninjam-1998[190],
37A-oya,oya,Oriya,37A,Definite Articles,Definite affix,Ray-2003[455],
37A-rov,rov,Roviana,37A,Definite Articles,Definite word distinct from demonstrative,Corston-Oliver-2002[472],
37A-stl,stl,Santali,37A,Definite Articles,"No definite, but indefinite article",Macphail-1953[ passim],
37A-tte,tte,Tutelo,37A,Definite Articles,Definite affix,Oliverio-1996[126],
37A-amn,amn,Amanab,37A,Definite Articles,No definite or indefinite article,Minch-1992[passim],
37A-apw,apw,Apache (Western),37A,Definite Articles,Definite affix,Edgerton-1963[117-118],
37A-ams,ams,Arabic (Modern Standard),37A,Definite Articles,Definite affix,Cowan-1958[9],
37A-blt,blt,Balti,37A,Definite Articles,Definite affix,Sprigg-2002[132],
37A-gah,gah,Gahuku,37A,Definite Articles,Definite affix,Deibler-1976[45],
37A-hid,hid,Hidatsa,37A,Definite Articles,Definite affix,Matthews-1965[167],
37A-kop,kop,Komi-Permyak,37A,Definite Articles,Definite affix,Lytkin-1966a[304],
37A-kni,kni,Konni,37A,Definite Articles,Definite affix,Cahill-1999[42],
37A-lag,lag,Lagwan,37A,Definite Articles,Definite affix,Lukas-1936[31],
37A-mea,mea,Meyah,37A,Definite Articles,Definite word distinct from demonstrative,Gravelle-2004[ 181];Gravelle-2002[152],
37A-pia,pia,Piaroa,37A,Definite Articles,No definite or indefinite article,Krute-1989[passim],
37A-qia,qia,Qiang,37A,Definite Articles,Definite word distinct from demonstrative,"LaPolla-2003b[39, 59]",
37A-tak,tak,Takia,37A,Definite Articles,Demonstrative word used as definite article,Ross-2002h[224-225],
37A-wrw,wrw,Warrwa,37A,Definite Articles,Definite word distinct from demonstrative,McGregor-1994[17],
37A-zya,zya,Zapotec (Yatzachi),37A,Definite Articles,Definite affix,Butler-1980[215-216],
37A-zar,zar,Zarma,37A,Definite Articles,Definite word distinct from demonstrative,"Tersis-1972[88, 101, 103];Westermann-1921b[198]",
37A-bgr,bgr,Bagiro,37A,Definite Articles,Definite word distinct from demonstrative,Boyeldieu-2000[88],
37A-baq,baq,Baure,37A,Definite Articles,Definite word distinct from demonstrative,"Baptista-and-Wallin-1967[42, passim 79]",
37A-goe,goe,Goemai,37A,Definite Articles,Definite word distinct from demonstrative,"Hellwig-2003[31, 33]",
37A-kms,kms,Kamass,37A,Definite Articles,Demonstrative word used as definite article,Kunnap-1999b[passim],
37A-laa,laa,Laal,37A,Definite Articles,Definite word distinct from demonstrative,Boyeldieu-1982[passim],
37A-lot,lot,Lotha,37A,Definite Articles,Definite word distinct from demonstrative,Acharya-1983[passim],
37A-mbr,mbr,Mbara,37A,Definite Articles,Definite affix,Tourneux-et-al-1986[162],
37A-orw,orw,Oromo (Waata),37A,Definite Articles,No definite or indefinite article,Heine-1981[29],
